XWJC_x;XWJC_y;XWJC_z;XEJC_x;XEJC_y;XEJC_z;XGHJC_x;XGHJC_y;XGHJC_z
-520.7626;255.6206;917.7594;-491.5758;356.7066;1138.8753;193.1343;286.5415;1863.1467
-520.8320;255.8497;917.7370;-491.5485;356.8544;1138.8814;193.1343;286.1335;1863.1467
-520.9145;256.0741;917.7144;-491.5109;357.0027;1138.9029;193.1343;285.6099;1863.1220
-520.9841;256.3041;917.6950;-491.4752;357.1466;1138.9093;193.1343;285.2209;1863.1220
-521.0552;256.5183;917.6734;-491.4664;357.2961;1138.9681;193.2201;283.8271;1862.9434
-521.1266;256.7269;917.6575;-491.4410;357.4382;1138.9681;193.2201;282.7246;1862.7792
-521.1840;256.9656;917.6092;-491.4046;357.5898;1138.9681;193.2201;281.7349;1862.7196
-521.2532;257.1868;917.5936;-491.3617;357.7459;1138.9572;193.1523;280.8916;1862.7152
-521.3185;257.4049;917.5629;-491.3211;357.8933;1138.9372;193.0551;280.1345;1862.7115
-521.3862;257.6275;917.5357;-491.2875;358.0252;1138.9206;193.0081;279.4156;1862.6792
-521.4416;257.8396;917.5187;-491.2524;358.1606;1138.9065;192.9535;278.7519;1862.6749
-521.5008;258.0508;917.5066;-491.2192;358.2934;1138.9030;192.8586;277.9901;1862.6720
-521.5398;258.2448;917.5034;-491.1816;358.4309;1138.9017;192.7850;277.2377;1862.6720
-521.5759;258.4418;917.4941;-491.1532;358.5664;1138.9017;192.7088;276.5424;1862.6749
-521.6276;258.6473;917.4941;-491.1293;358.6975;1138.9017;192.5969;275.8556;1862.7058
-521.6747;258.8623;917.4941;-491.1058;358.8307;1138.9136;192.4762;275.2484;1862.7704
-521.7343;259.0556;917.5131;-491.0845;358.9537;1138.9321;192.3475;274.7202;1862.8390
-521.8011;259.2385;917.5440;-491.0627;359.0804;1138.9418;192.2964;273.9744;1862.8617
-521.8655;259.4040;917.5747;-491.0267;359.2208;1138.9444;192.0349;273.1198;1862.9927
-521.9293;259.5729;917.5747;-491.0016;359.3485;1138.9523;191.8299;272.2422;1863.0877
-521.9933;259.7281;917.5747;-490.9923;359.4507;1138.9523;191.7211;271.4271;1863.0981
-522.0534;259.8623;917.5621;-490.9923;359.5426;1138.9523;191.5834;270.6613;1863.0981
-522.1167;259.9776;917.5494;-490.9920;359.6156;1138.9519;191.4624;269.9705;1863.0981
-522.1922;260.0830;917.5330;-490.9920;359.6672;1138.9440;191.4127;269.4287;1863.0940
-522.2640;260.1647;917.5066;-490.9923;359.7373;1138.9378;191.3087;268.7173;1863.0846
-522.3420;260.2204;917.5066;-491.0014;359.8019;1138.9309;191.2635;267.9046;1863.0001
-522.4145;260.2204;917.5066;-491.0164;359.8583;1138.9219;191.2377;267.0221;1862.8824
-522.4857;260.2204;917.5362;-491.0459;359.8985;1138.9219;191.2289;266.2445;1862.7662
-522.5377;260.1188;917.6320;-491.0784;359.9635;1138.9219;191.1879;264.9103;1862.5755
-522.5453;259.9413;917.7774;-491.1441;360.0257;1138.9275;191.1514;263.7292;1862.4112
-522.5453;259.6372;917.9992;-491.2183;360.1125;1138.9579;191.1514;262.3217;1862.2767
-522.5453;259.1853;918.3379;-491.3264;360.2322;1139.0196;191.1514;260.6549;1862.0340
-522.4651;258.5352;918.8243;-491.4749;360.3903;1139.1286;191.1986;258.5307;1861.5051
-522.3182;257.6638;919.5021;-491.6737;360.5604;1139.2971;191.6976;256.1170;1860.6701
-522.1098;256.5341;920.3721;-491.9186;360.7497;1139.5147;192.5105;253.4440;1859.4950
-521.8513;255.0149;921.5340;-492.2115;360.9566;1139.7856;193.4478;250.9379;1858.2065
-521.5293;252.9855;923.0628;-492.5485;361.1865;1140.1009;194.3249;248.8158;1856.9993
-521.1730;250.4436;924.9068;-492.9278;361.4421;1140.4530;194.8985;246.8028;1856.0387
-520.8148;247.3893;927.0715;-493.3874;361.6850;1140.8617;195.3617;244.8831;1855.1597
-520.4355;243.7839;929.5534;-493.9555;361.6850;1141.2843;195.7784;243.1758;1854.2622
-520.0868;239.6611;932.3784;-494.6783;361.6850;1141.7448;196.4073;241.8813;1853.1406
-519.7760;235.0815;935.5144;-495.5366;361.6459;1142.3106;197.4181;241.8813;1851.8189
-519.5438;230.0253;938.9357;-496.5103;361.1828;1142.9078;198.6853;241.8813;1850.3496
-519.3908;224.4096;942.6467;-497.5801;360.4050;1143.4764;200.0508;243.3642;1848.8763
-519.2839;218.2173;946.6907;-498.7640;359.2736;1144.0905;201.7451;245.6404;1847.1953
-519.2839;211.3976;951.1663;-500.0836;357.7788;1144.7254;203.7757;248.4410;1845.1783
-519.2839;203.9064;956.1255;-501.5260;355.8446;1145.3411;206.4789;251.9777;1842.4937
-519.2953;195.7223;961.4801;-503.1118;353.4882;1145.9690;209.2892;256.1438;1839.6212
-519.3089;186.9393;967.3484;-504.8326;350.6872;1146.6240;212.8532;261.0019;1835.9356
-519.3285;177.5351;973.7352;-506.6496;347.3843;1147.2243;216.8036;267.1677;1831.7667
-519.3285;167.6050;980.6729;-508.5690;343.6116;1147.9474;221.1908;273.3904;1826.9934
-519.3285;157.1828;988.1339;-510.6555;339.1787;1148.6812;225.7912;281.5883;1821.8134
-519.2515;146.3599;996.1020;-512.6100;334.4410;1149.4443;229.8013;289.1481;1817.0083
-519.1232;135.1969;1004.6306;-514.5496;329.1849;1150.2486;233.6858;297.1040;1812.1004
-518.9274;123.7331;1013.6685;-516.4834;323.4807;1151.1547;237.6274;305.0432;1806.8794
-518.6142;112.0077;1023.1978;-518.3512;317.2138;1152.0356;241.1089;314.0794;1801.8069
-518.2141;100.0867;1033.2753;-520.1694;310.4527;1153.1393;244.6869;323.8956;1796.4646
-517.6979;87.9672;1043.9218;-522.0200;303.2762;1154.5788;249.2504;332.7464;1789.7820
-517.1025;75.7661;1055.0776;-523.8334;295.5236;1156.1597;253.9033;341.5926;1782.5390
-516.4186;63.4955;1066.7310;-525.5611;287.4058;1158.0580;258.5541;350.8257;1775.0328
-515.6332;51.2185;1078.7900;-527.1857;278.8021;1160.2013;263.1346;359.9604;1767.2241
-514.7590;39.0375;1091.2775;-528.7256;269.9539;1162.9931;268.4976;368.6062;1758.6309
-513.7400;26.9043;1104.0448;-530.2084;260.5415;1165.6572;272.5915;379.4791;1750.1775
-512.6658;14.9548;1117.1885;-531.4452;250.4995;1168.1940;275.0608;391.0438;1742.4520
-511.4435;3.1654;1130.5389;-531.4452;240.2833;1171.3517;277.0575;396.7333;1735.6538
-510.0912;-8.4330;1144.1019;-532.2086;229.9420;1174.9573;279.2751;403.2044;1730.8783
-508.6000;-19.8815;1157.8207;-532.2086;228.3459;1187.5188;292.3264;410.2429;1728.0805
-507.1008;-31.1339;1171.8602;-532.5727;212.2326;1190.6230;296.4799;415.2622;1715.1591
-505.3657;-41.8189;1186.0146;-532.5727;209.7992;1195.8772;297.5806;423.4212;1714.0627
-503.5333;-51.9876;1200.3250;-533.8823;189.3664;1199.6282;297.5806;447.3880;1691.6454
-501.1845;-61.4677;1214.5190;-533.8823;177.2091;1202.6868;302.3136;457.8249;1678.5665
-499.0302;-70.7356;1228.7650;-533.8823;166.2703;1206.5002;302.3136;465.3260;1667.7349
-496.9419;-81.0265;1242.2866;-533.7231;155.5297;1212.6723;305.6954;470.5663;1658.1386
-494.8229;-90.2488;1256.5106;-532.6072;145.1960;1219.7534;308.3932;479.8692;1647.9838
-492.5960;-99.0051;1270.6524;-531.2903;135.0803;1226.6053;310.3537;487.3124;1639.2058
-490.2970;-107.3907;1284.6506;-529.8132;125.3382;1233.4388;312.5991;491.4846;1631.9781
-487.9579;-115.4233;1298.4646;-528.1522;115.8695;1240.4251;315.4165;493.0186;1626.0051
-485.5407;-123.1358;1312.0433;-526.6420;106.8315;1248.5332;319.6345;498.3974;1614.7433
-483.0816;-130.5199;1325.4033;-524.4670;97.7426;1255.9975;320.3969;504.7386;1607.9723
-480.5830;-137.6147;1338.4904;-522.2948;89.1321;1263.8822;322.0106;511.0514;1599.4456
-478.0655;-144.5161;1351.2750;-520.0463;80.8361;1271.9567;323.9252;517.4005;1589.6484
-475.4710;-151.0969;1363.7859;-517.6992;72.8648;1280.2990;326.8840;521.7876;1579.5725
-472.8754;-157.3932;1375.9642;-515.0086;65.0201;1288.3574;328.7149;526.8896;1570.1555
-470.2163;-163.4181;1387.8023;-512.2569;57.6808;1296.5207;330.9301;531.1930;1560.5606
-467.5523;-169.2786;1399.3034;-509.2667;50.4829;1304.6301;332.4857;535.3218;1552.1584
-464.8478;-174.9057;1410.3250;-506.1365;43.6547;1312.6699;333.7123;539.2701;1544.5212
-462.1710;-180.3509;1420.9061;-502.8655;37.2089;1320.6201;333.8542;543.6719;1537.1843
-459.4940;-185.7817;1431.1008;-499.4073;31.0052;1328.4349;333.8542;548.7371;1530.3094
-456.8413;-190.8425;1440.7387;-495.8096;25.0413;1336.0416;334.1066;554.2149;1523.7145
-454.2106;-195.8157;1449.9921;-492.0621;19.4669;1343.5261;334.1066;559.1701;1517.4052
-451.5829;-200.5869;1458.6650;-488.3530;14.2716;1350.9356;334.1066;563.0287;1511.0710
-449.0506;-205.1587;1467.0472;-484.6356;9.3984;1358.1551;335.3579;565.4816;1505.4682
-446.1514;-209.6324;1474.8606;-480.9101;4.7887;1365.1735;336.6992;567.5261;1500.4150
-443.4179;-213.7897;1482.4404;-477.2581;0.4524;1372.0336;338.2415;569.0190;1495.9304
-440.5809;-217.6756;1489.5778;-473.6435;-3.5454;1378.7794;339.8279;570.4401;1491.5453
-437.7840;-221.4188;1496.3766;-470.0538;-7.2748;1385.1434;339.8279;573.1944;1487.2891
-434.9865;-224.9674;1502.8004;-466.4422;-10.7706;1391.3067;339.8279;576.7619;1482.8765
-432.1713;-228.3794;1508.8081;-462.9179;-14.0866;1397.1446;339.5810;580.0322;1478.6254
-429.3771;-231.5974;1514.3986;-459.5082;-17.0913;1402.8158;339.4689;582.8786;1473.7313
-426.5873;-234.6510;1519.6861;-456.1490;-19.9802;1408.1244;339.3559;585.7773;1469.4497
-423.8350;-237.5512;1524.5693;-452.8682;-22.6288;1413.1983;339.2304;588.6904;1464.9364
-421.1089;-240.2711;1529.0796;-449.6750;-25.1549;1417.8888;339.2304;590.7811;1461.9984
-418.4080;-242.8357;1533.3147;-446.6074;-27.4431;1422.2658;339.2304;592.6162;1459.2753
-415.7939;-245.2310;1537.2941;-443.6122;-29.5744;1426.4400;339.7547;593.9125;1456.8147
-413.1345;-247.3884;1541.0121;-440.6715;-31.5581;1430.3999;340.6871;594.7266;1454.6283
-410.5781;-249.5065;1544.4684;-437.8658;-33.3798;1434.0961;341.4594;595.6560;1452.0770
-408.0927;-251.4653;1547.6863;-435.1291;-35.0932;1437.6168;342.2779;596.5359;1449.2508
-405.6891;-253.3059;1550.6671;-432.4819;-36.6584;1440.8653;342.2779;598.1074;1445.8392
-403.3682;-255.0071;1553.3909;-429.8592;-38.1243;1443.9419;342.2779;599.8534;1442.2637
-401.1096;-256.5946;1555.8400;-427.2968;-39.4720;1446.6925;342.0255;602.0343;1438.9969
-398.9410;-258.1070;1558.0741;-424.7526;-40.7276;1449.2498;341.7173;604.0565;1436.2617
-396.8267;-259.5071;1560.0631;-422.2578;-41.8467;1451.5877;341.3785;606.1058;1434.0227
-394.8136;-260.8575;1561.8371;-419.8684;-42.8840;1453.7789;341.1418;607.9360;1431.6918
-392.8541;-262.1168;1563.3740;-417.5677;-43.8314;1455.8105;340.7065;609.8837;1429.5816
-390.9494;-263.3426;1564.7445;-415.3294;-44.6967;1457.7357;340.1699;611.9169;1427.6204
-389.1296;-264.4816;1565.9485;-413.2291;-45.4568;1459.5409;339.6742;613.8694;1425.7109
-387.3750;-265.5512;1567.0148;-411.2532;-46.1720;1461.1671;338.7793;616.2531;1423.5814
-385.7098;-266.5418;1567.9442;-409.5642;-46.7873;1462.9265;338.6277;617.3128;1420.6844
-384.1900;-267.4663;1568.7257;-407.6458;-47.3111;1464.2529;336.8841;620.6688;1418.8525
-382.8326;-268.3366;1569.3427;-406.0011;-47.7590;1465.6038;335.4895;623.2473;1415.9969
-381.6333;-269.1392;1569.7809;-404.4513;-48.1394;1466.8345;333.8120;625.9881;1412.9790
-380.6079;-269.9220;1570.1183;-403.0243;-48.4448;1467.9792;332.5917;628.2017;1410.0916
-379.7181;-270.6342;1570.3117;-401.7038;-48.7104;1469.0182;331.6279;630.0633;1407.7141
-378.9723;-271.3145;1570.4166;-400.5353;-48.9235;1469.9362;330.8602;631.6096;1405.6398
-378.3197;-271.8961;1570.4195;-399.5330;-49.0979;1470.7412;330.0322;633.0655;1403.5361
-377.7059;-272.3662;1570.4443;-398.6914;-49.2351;1471.4520;329.1717;634.4413;1401.6062
-377.0989;-272.5785;1570.5063;-398.0413;-49.3302;1472.0153;328.3318;635.6465;1399.8439
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
